RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,120,0.293,#41001,#40882
0100→0200,100,200,198,0.776,#40881,#40684
0200→0300,200,300,409,1.773,#40683,#40275
0300→0400,300,400,733,3.561,#40274,#39542
0400→0500,400,500,1381,6.929,#39541,#38161
0500→0600,500,600,2324,12.597,#38160,#35837
0600→0700,600,700,3067,20.078,#35836,#32770
0700→0800,700,800,3908,29.609,#32769,#28862
0800→0900,800,900,3862,39.028,#28861,#25000
0900→1000,900,1000,1543,42.792,#24999,#23457
1000→1100,1000,1100,6254,58.045,#23456,#17203
1100→1200,1100,1200,4786,69.718,#17202,#12417
1200→1300,1200,1300,3556,78.391,#12416,#8861
1300→1400,1300,1400,2519,84.535,#8860,#6342
1400→1500,1400,1500,1937,89.259,#6341,#4405
1500→1600,1500,1600,1431,92.749,#4404,#2974
1600→1700,1600,1700,946,95.056,#2973,#2028
1700→1800,1700,1800,708,96.783,#2027,#1320
1800→1900,1800,1900,451,97.883,#1319,#869
1900→2000,1900,2000,299,98.612,#868,#570
2000→2100,2000,2100,203,99.107,#569,#367
2100→2200,2100,2200,127,99.417,#366,#240
2200→2300,2200,2300,85,99.624,#239,#155
2300→2400,2300,2400,57,99.763,#154,#98
2400→2500,2400,2500,37,99.854,#97,#61
2500→2600,2500,2600,27,99.920,#60,#34
2600→2700,2600,2700,20,99.968,#33,#14
2700→2800,2700,2800,11,99.995,#13,#3
2900→3000,2900,3000,2,100.000,#2,#1
