RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,119,0.260,#45827,#45709
0100→0200,100,200,196,0.687,#45708,#45513
0200→0300,200,300,405,1.571,#45512,#45108
0300→0400,300,400,733,3.171,#45107,#44375
0400→0500,400,500,1383,6.188,#44374,#42992
0500→0600,500,600,2300,11.207,#42991,#40692
0600→0700,600,700,3075,17.917,#40691,#37617
0700→0800,700,800,3889,26.404,#37616,#33728
0800→0900,800,900,4692,36.642,#33727,#29036
0900→1000,900,1000,5683,49.043,#29035,#23353
1000→1100,1000,1100,6227,62.631,#23352,#17126
1100→1200,1100,1200,4768,73.036,#17125,#12358
1200→1300,1200,1300,3566,80.817,#12357,#8792
1300→1400,1300,1400,2535,86.349,#8791,#6257
1400→1500,1400,1500,1904,90.503,#6256,#4353
1500→1600,1500,1600,1421,93.604,#4352,#2932
1600→1700,1600,1700,915,95.601,#2931,#2017
1700→1800,1700,1800,703,97.135,#2016,#1314
1800→1900,1800,1900,452,98.121,#1313,#862
1900→2000,1900,2000,290,98.754,#861,#572
2000→2100,2000,2100,214,99.221,#571,#358
2100→2200,2100,2200,116,99.474,#357,#242
2200→2300,2200,2300,85,99.660,#241,#157
2300→2400,2300,2400,62,99.795,#156,#95
2400→2500,2400,2500,33,99.867,#94,#62
2500→2600,2500,2600,27,99.926,#61,#35
2600→2700,2600,2700,21,99.972,#34,#14
2700→2800,2700,2800,11,99.996,#13,#3
2900→3000,2900,3000,2,100.000,#2,#1
