RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,146,0.319,#45722,#45577
0100→0200,100,200,219,0.798,#45576,#45358
0200→0300,200,300,449,1.780,#45357,#44909
0300→0400,300,400,874,3.692,#44908,#44035
0400→0500,400,500,1470,6.907,#44034,#42565
0500→0600,500,600,2233,11.791,#42564,#40332
0600→0700,600,700,3114,18.602,#40331,#37218
0700→0800,700,800,3788,26.886,#37217,#33430
0800→0900,800,900,4597,36.941,#33429,#28833
0900→1000,900,1000,5590,49.167,#28832,#23243
1000→1100,1000,1100,6107,62.524,#23242,#17136
1100→1200,1100,1200,4771,72.958,#17135,#12365
1200→1300,1200,1300,3508,80.631,#12364,#8857
1300→1400,1300,1400,2479,86.053,#8856,#6378
1400→1500,1400,1500,1861,90.123,#6377,#4517
1500→1600,1500,1600,1348,93.071,#4516,#3169
1600→1700,1600,1700,960,95.171,#3168,#2209
1700→1800,1700,1800,684,96.667,#2208,#1525
1800→1900,1800,1900,488,97.734,#1524,#1037
1900→2000,1900,2000,337,98.471,#1036,#700
2000→2100,2000,2100,234,98.983,#699,#466
2100→2200,2100,2200,148,99.307,#465,#318
2200→2300,2200,2300,112,99.552,#317,#206
2300→2400,2300,2400,72,99.709,#205,#134
2400→2500,2400,2500,52,99.823,#133,#82
2500→2600,2500,2600,34,99.897,#81,#48
2600→2700,2600,2700,18,99.937,#47,#30
2700→2800,2700,2800,17,99.974,#29,#13
2800→2900,2800,2900,9,99.993,#12,#4
2900→3000,2900,3000,3,100.000,#3,#1
