RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,140,0.306,#45817,#45678
0100→0200,100,200,208,0.760,#45677,#45470
0200→0300,200,300,424,1.685,#45469,#45046
0300→0400,300,400,838,3.514,#45045,#44208
0400→0500,400,500,1368,6.500,#44207,#42840
0500→0600,500,600,2317,11.557,#42839,#40523
0600→0700,600,700,3136,18.401,#40522,#37387
0700→0800,700,800,3788,26.669,#37386,#33599
0800→0900,800,900,4603,36.716,#33598,#28996
0900→1000,900,1000,5810,49.397,#28995,#23186
1000→1100,1000,1100,6161,62.843,#23185,#17025
1100→1200,1100,1200,4663,73.021,#17024,#12362
1200→1300,1200,1300,3419,80.483,#12361,#8943
1300→1400,1300,1400,2575,86.103,#8942,#6368
1400→1500,1400,1500,1876,90.198,#6367,#4492
1500→1600,1500,1600,1385,93.221,#4491,#3107
1600→1700,1600,1700,941,95.275,#3106,#2166
1700→1800,1700,1800,690,96.781,#2165,#1476
1800→1900,1800,1900,487,97.844,#1475,#989
1900→2000,1900,2000,323,98.549,#988,#666
2000→2100,2000,2100,214,99.016,#665,#452
2100→2200,2100,2200,144,99.330,#451,#308
2200→2300,2200,2300,127,99.607,#307,#181
2300→2400,2300,2400,50,99.716,#180,#131
2400→2500,2400,2500,56,99.838,#130,#75
2500→2600,2500,2600,30,99.904,#74,#45
2600→2700,2600,2700,21,99.950,#44,#24
2700→2800,2700,2800,13,99.978,#23,#11
2800→2900,2800,2900,8,99.996,#10,#3
2900→3000,2900,3000,2,100.000,#2,#1
