RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,148,0.325,#45588,#45441
0100→0200,100,200,199,0.761,#45440,#45242
0200→0300,200,300,455,1.759,#45241,#44787
0300→0400,300,400,846,3.615,#44786,#43941
0400→0500,400,500,1375,6.631,#43940,#42566
0500→0600,500,600,2322,11.725,#42565,#40244
0600→0700,600,700,3093,18.509,#40243,#37151
0700→0800,700,800,3805,26.856,#37150,#33346
0800→0900,800,900,4590,36.924,#33345,#28756
0900→1000,900,1000,5659,49.338,#28755,#23097
1000→1100,1000,1100,6113,62.747,#23096,#16984
1100→1200,1100,1200,4696,73.048,#16983,#12288
1200→1300,1200,1300,3452,80.620,#12287,#8836
1300→1400,1300,1400,2539,86.189,#8835,#6297
1400→1500,1400,1500,1851,90.250,#6296,#4446
1500→1600,1500,1600,1354,93.220,#4445,#3092
1600→1700,1600,1700,947,95.297,#3091,#2145
1700→1800,1700,1800,674,96.775,#2144,#1471
1800→1900,1800,1900,469,97.804,#1470,#1002
1900→2000,1900,2000,325,98.517,#1001,#677
2000→2100,2000,2100,222,99.004,#676,#455
2100→2200,2100,2200,146,99.324,#454,#309
2200→2300,2200,2300,117,99.581,#308,#192
2300→2400,2300,2400,59,99.710,#191,#133
2400→2500,2400,2500,59,99.840,#132,#74
2500→2600,2500,2600,31,99.908,#73,#43
2600→2700,2600,2700,20,99.952,#42,#23
2700→2800,2700,2800,12,99.978,#22,#11
2800→2900,2800,2900,6,99.991,#10,#5
2900→3000,2900,3000,4,100.000,#4,#1
