RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,130,0.273,#47680,#47551
0100→0200,100,200,189,0.669,#47550,#47362
0200→0300,200,300,436,1.583,#47361,#46926
0300→0400,300,400,825,3.314,#46925,#46101
0400→0500,400,500,1461,6.378,#46100,#44640
0500→0600,500,600,2422,11.458,#44639,#42218
0600→0700,600,700,3311,18.402,#42217,#38907
0700→0800,700,800,4085,26.969,#38906,#34822
0800→0900,800,900,4999,37.454,#34821,#29823
0900→1000,900,1000,6142,50.336,#29822,#23681
1000→1100,1000,1100,6818,64.635,#23680,#16863
1100→1200,1100,1200,5183,75.505,#16862,#11680
1200→1300,1200,1300,3213,82.244,#11679,#8467
1300→1400,1300,1400,2466,87.416,#8466,#6001
1400→1500,1400,1500,1256,90.050,#6000,#4745
1500→1600,1500,1600,1484,93.163,#4744,#3261
1600→1700,1600,1700,1007,95.275,#3260,#2254
1700→1800,1700,1800,772,96.894,#2253,#1482
1800→1900,1800,1900,475,97.890,#1481,#1007
1900→2000,1900,2000,333,98.589,#1006,#674
2000→2100,2000,2100,241,99.094,#673,#433
2100→2200,2100,2200,147,99.402,#432,#286
2200→2300,2200,2300,105,99.622,#285,#181
2300→2400,2300,2400,55,99.738,#180,#126
2400→2500,2400,2500,49,99.841,#125,#77
2500→2600,2500,2600,35,99.914,#76,#42
2600→2700,2600,2700,16,99.948,#41,#26
2700→2800,2700,2800,20,99.990,#25,#6
2800→2900,2800,2900,3,99.996,#5,#3
2900→3000,2900,3000,2,100.000,#2,#1
