RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,120,0.264,#45540,#45421
0100→0200,100,200,202,0.707,#45420,#45219
0200→0300,200,300,391,1.566,#45218,#44828
0300→0400,300,400,744,3.199,#44827,#44084
0400→0500,400,500,1344,6.151,#44083,#42740
0500→0600,500,600,2301,11.203,#42739,#40439
0600→0700,600,700,3059,17.921,#40438,#37380
0700→0800,700,800,3861,26.399,#37379,#33519
0800→0900,800,900,4649,36.607,#33518,#28870
0900→1000,900,1000,5668,49.054,#28869,#23202
1000→1100,1000,1100,6167,62.596,#23201,#17035
1100→1200,1100,1200,4769,73.068,#17034,#12266
1200→1300,1200,1300,3527,80.812,#12265,#8739
1300→1400,1300,1400,2513,86.331,#8738,#6226
1400→1500,1400,1500,1901,90.505,#6225,#4325
1500→1600,1500,1600,1408,93.597,#4324,#2917
1600→1700,1600,1700,917,95.610,#2916,#2000
1700→1800,1700,1800,682,97.108,#1999,#1318
1800→1900,1800,1900,452,98.101,#1317,#866
1900→2000,1900,2000,304,98.768,#865,#562
2000→2100,2000,2100,198,99.203,#561,#364
2100→2200,2100,2200,116,99.458,#363,#248
2200→2300,2200,2300,94,99.664,#247,#154
2300→2400,2300,2400,57,99.789,#153,#97
2400→2500,2400,2500,35,99.866,#96,#62
2500→2600,2500,2600,28,99.928,#61,#34
2600→2700,2600,2700,22,99.976,#33,#12
2700→2800,2700,2800,9,99.996,#11,#3
2900→3000,2900,3000,2,100.000,#2,#1
