RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,131,0.449,#29167,#29037
0100→0200,100,200,194,1.114,#29036,#28843
0200→0300,200,300,426,2.575,#28842,#28417
0300→0400,300,400,858,5.517,#28416,#27559
0400→0500,400,500,1490,10.625,#27558,#26069
0500→0600,500,600,2450,19.025,#26068,#23619
0600→0700,600,700,3331,30.445,#23618,#20288
0700→0800,700,800,649,32.670,#20287,#19639
0800→0900,800,900,888,35.715,#19638,#18751
0900→1000,900,1000,612,37.813,#18750,#18139
1000→1100,1000,1100,2754,47.255,#18138,#15385
1100→1200,1100,1200,4374,62.252,#15384,#11011
1200→1300,1200,1300,3307,73.590,#11010,#7704
1300→1400,1300,1400,2184,81.078,#7703,#5520
1400→1500,1400,1500,1601,86.567,#5519,#3919
1500→1600,1500,1600,1354,91.209,#3918,#2565
1600→1700,1600,1700,716,93.664,#2564,#1849
1700→1800,1700,1800,659,95.923,#1848,#1190
1800→1900,1800,1900,417,97.353,#1189,#773
1900→2000,1900,2000,222,98.114,#772,#551
2000→2100,2000,2100,245,98.954,#550,#306
2100→2200,2100,2200,127,99.390,#305,#179
2200→2300,2200,2300,28,99.486,#178,#151
2300→2400,2300,2400,26,99.575,#150,#125
2400→2500,2400,2500,50,99.746,#124,#75
2500→2600,2500,2600,36,99.870,#74,#39
2600→2700,2600,2700,19,99.935,#38,#20
2700→2800,2700,2800,10,99.969,#19,#10
2800→2900,2800,2900,6,99.990,#9,#4
2900→3000,2900,3000,3,100.000,#3,#1
