RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,130,0.270,#48174,#48045
0100→0200,100,200,180,0.644,#48044,#47865
0200→0300,200,300,445,1.567,#47864,#47420
0300→0400,300,400,839,3.309,#47419,#46581
0400→0500,400,500,1462,6.344,#46580,#45119
0500→0600,500,600,2506,11.546,#45118,#42613
0600→0700,600,700,3314,18.425,#42612,#39299
0700→0800,700,800,4193,27.129,#39298,#35106
0800→0900,800,900,4951,37.406,#35105,#30155
0900→1000,900,1000,5955,49.768,#30154,#24200
1000→1100,1000,1100,6632,63.534,#24199,#17568
1100→1200,1100,1200,4981,73.874,#17567,#12587
1200→1300,1200,1300,3615,81.378,#12586,#8972
1300→1400,1300,1400,2559,86.690,#8971,#6413
1400→1500,1400,1500,1921,90.678,#6412,#4492
1500→1600,1500,1600,1375,93.532,#4491,#3117
1600→1700,1600,1700,977,95.560,#3116,#2140
1700→1800,1700,1800,706,97.025,#2139,#1434
1800→1900,1800,1900,498,98.059,#1433,#936
1900→2000,1900,2000,304,98.690,#935,#632
2000→2100,2000,2100,231,99.170,#631,#401
2100→2200,2100,2200,130,99.440,#400,#271
2200→2300,2200,2300,99,99.645,#270,#172
2300→2400,2300,2400,58,99.765,#171,#114
2400→2500,2400,2500,42,99.853,#113,#72
2500→2600,2500,2600,33,99.921,#71,#39
2600→2700,2600,2700,21,99.965,#38,#18
2700→2800,2700,2800,11,99.988,#17,#7
2800→2900,2800,2900,4,99.996,#6,#3
2900→3000,2900,3000,2,100.000,#2,#1
