RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,124,0.402,#30846,#30723
0100→0200,100,200,185,1.002,#30722,#30538
0200→0300,200,300,446,2.448,#30537,#30092
0300→0400,300,400,859,5.232,#30091,#29233
0400→0500,400,500,1481,10.034,#29232,#27752
0500→0600,500,600,2425,17.895,#27751,#25327
0600→0700,600,700,3348,28.749,#25326,#21979
0700→0800,700,800,1028,32.082,#21978,#20951
0800→0900,800,900,1461,36.818,#20950,#19490
0900→1000,900,1000,1439,41.483,#19489,#18051
1000→1100,1000,1100,2260,48.810,#18050,#15791
1100→1200,1100,1200,4220,62.491,#15790,#11571
1200→1300,1200,1300,3318,73.248,#11570,#8253
1300→1400,1300,1400,2116,80.108,#8252,#6137
1400→1500,1400,1500,1977,86.517,#6136,#4160
1500→1600,1500,1600,1332,90.835,#4159,#2828
1600→1700,1600,1700,977,94.002,#2827,#1851
1700→1800,1700,1800,495,95.607,#1850,#1356
1800→1900,1800,1900,424,96.982,#1355,#932
1900→2000,1900,2000,272,97.864,#931,#660
2000→2100,2000,2100,239,98.638,#659,#421
2100→2200,2100,2200,145,99.108,#420,#276
2200→2300,2200,2300,96,99.420,#275,#180
2300→2400,2300,2400,60,99.614,#179,#120
2400→2500,2400,2500,45,99.760,#119,#75
2500→2600,2500,2600,30,99.857,#74,#45
2600→2700,2600,2700,25,99.938,#44,#20
2700→2800,2700,2800,13,99.981,#19,#7
2800→2900,2800,2900,2,99.987,#6,#5
2900→3000,2900,3000,4,100.000,#4,#1
