RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,129,0.274,#47153,#47025
0100→0200,100,200,200,0.698,#47024,#46825
0200→0300,200,300,407,1.561,#46824,#46418
0300→0400,300,400,411,2.433,#46417,#46007
0400→0500,400,500,1469,5.548,#46006,#44538
0500→0600,500,600,2408,10.655,#44537,#42130
0600→0700,600,700,3211,17.464,#42129,#38919
0700→0800,700,800,3998,25.943,#38918,#34921
0800→0900,800,900,4926,36.390,#34920,#29995
0900→1000,900,1000,6072,49.267,#29994,#23923
1000→1100,1000,1100,6634,63.336,#23922,#17289
1100→1200,1100,1200,5031,74.006,#17288,#12258
1200→1300,1200,1300,3714,81.882,#12257,#8544
1300→1400,1300,1400,2461,87.102,#8543,#6083
1400→1500,1400,1500,1994,91.330,#6082,#4089
1500→1600,1500,1600,1421,94.344,#4088,#2668
1600→1700,1600,1700,1029,96.526,#2667,#1639
1700→1800,1700,1800,748,98.113,#1638,#891
1800→1900,1800,1900,290,98.728,#890,#601
2000→2100,2000,2100,162,99.071,#600,#439
2100→2200,2100,2200,151,99.391,#438,#288
2200→2300,2200,2300,106,99.616,#287,#182
2300→2400,2300,2400,57,99.737,#181,#125
2400→2500,2400,2500,49,99.841,#124,#76
2500→2600,2500,2600,33,99.911,#75,#43
2600→2700,2600,2700,17,99.947,#42,#26
2700→2800,2700,2800,19,99.987,#25,#7
2800→2900,2800,2900,4,99.996,#6,#3
2900→3000,2900,3000,2,100.000,#2,#1
