RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,137,0.288,#47652,#47516
0100→0200,100,200,198,0.703,#47515,#47318
0200→0300,200,300,418,1.580,#47317,#46900
0300→0400,300,400,802,3.263,#46899,#46098
0400→0500,400,500,1433,6.270,#46097,#44665
0500→0600,500,600,2401,11.309,#44664,#42264
0600→0700,600,700,3160,17.940,#42263,#39104
0700→0800,700,800,3951,26.232,#39103,#35153
0800→0900,800,900,4799,36.303,#35152,#30354
0900→1000,900,1000,5960,48.810,#30353,#24394
1000→1100,1000,1100,6548,62.551,#24393,#17846
1100→1200,1100,1200,4926,72.889,#17845,#12920
1200→1300,1200,1300,3658,80.565,#12919,#9262
1300→1400,1300,1400,2635,86.095,#9261,#6627
1400→1500,1400,1500,1955,90.198,#6626,#4672
1500→1600,1500,1600,1427,93.192,#4671,#3245
1600→1700,1600,1700,989,95.268,#3244,#2256
1700→1800,1700,1800,762,96.867,#2255,#1494
1800→1900,1800,1900,491,97.897,#1493,#1003
1900→2000,1900,2000,328,98.586,#1002,#675
2000→2100,2000,2100,239,99.087,#674,#436
2100→2200,2100,2200,145,99.391,#435,#291
2200→2300,2200,2300,109,99.620,#290,#182
2300→2400,2300,2400,52,99.729,#181,#130
2400→2500,2400,2500,52,99.838,#129,#78
2500→2600,2500,2600,36,99.914,#77,#42
2600→2700,2600,2700,16,99.948,#41,#26
2700→2800,2700,2800,18,99.985,#25,#8
2800→2900,2800,2900,7,100.000,#7,#1
