RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,155,0.350,#44240,#44086
0100→0200,100,200,227,0.863,#44085,#43859
0200→0300,200,300,470,1.926,#43858,#43389
0300→0400,300,400,838,3.820,#43388,#42551
0400→0500,400,500,1465,7.132,#42550,#41086
0500→0600,500,600,2333,12.405,#41085,#38753
0600→0700,600,700,3143,19.509,#38752,#35610
0700→0800,700,800,3854,28.221,#35609,#31756
0800→0900,800,900,4665,38.766,#31755,#27091
0900→1000,900,1000,5508,51.216,#27090,#21583
1000→1100,1000,1100,6132,65.077,#21582,#15451
1100→1200,1100,1200,4788,75.900,#15450,#10663
1200→1300,1200,1300,2523,81.603,#10662,#8140
1300→1400,1300,1400,2620,87.525,#8139,#5520
1400→1500,1400,1500,1859,91.727,#5519,#3661
1500→1600,1500,1600,1387,94.862,#3660,#2274
1600→1700,1600,1700,73,95.027,#2273,#2201
1700→1800,1700,1800,617,96.422,#2200,#1584
1800→1900,1800,1900,475,97.495,#1583,#1109
1900→2000,1900,2000,362,98.314,#1108,#747
2000→2100,2000,2100,261,98.904,#746,#486
2100→2200,2100,2200,157,99.259,#485,#329
2200→2300,2200,2300,98,99.480,#328,#231
2300→2400,2300,2400,82,99.665,#230,#149
2400→2500,2400,2500,54,99.788,#148,#95
2500→2600,2500,2600,40,99.878,#94,#55
2600→2700,2600,2700,21,99.925,#54,#34
2700→2800,2700,2800,20,99.971,#33,#14
2800→2900,2800,2900,8,99.989,#13,#6
2900→3000,2900,3000,3,99.995,#5,#3
3000→3100,3000,3100,2,100.000,#2,#1
