RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,125,0.282,#44393,#44269
0100→0200,100,200,183,0.694,#44268,#44086
0200→0300,200,300,412,1.622,#44085,#43674
0300→0400,300,400,738,3.284,#43673,#42936
0400→0500,400,500,1460,6.573,#42935,#41476
0500→0600,500,600,2309,11.774,#41475,#39167
0600→0700,600,700,3159,18.890,#39166,#36008
0700→0800,700,800,3900,27.676,#36007,#32108
0800→0900,800,900,4814,38.520,#32107,#27294
0900→1000,900,1000,5808,51.603,#27293,#21486
1000→1100,1000,1100,6270,65.727,#21485,#15216
1100→1200,1100,1200,4892,76.746,#15215,#10324
1200→1300,1200,1300,3566,84.779,#10323,#6758
1300→1400,1300,1400,2575,90.580,#6757,#4183
1400→1500,1400,1500,1882,94.819,#4182,#2301
1500→1600,1500,1600,100,95.044,#2300,#2201
1600→1700,1600,1700,201,95.497,#2200,#2000
1700→1800,1700,1800,665,96.995,#1999,#1335
1800→1900,1800,1900,459,98.029,#1334,#876
1900→2000,1900,2000,296,98.696,#875,#580
2000→2100,2000,2100,210,99.169,#579,#370
2100→2200,2100,2200,125,99.450,#369,#245
2200→2300,2200,2300,90,99.653,#244,#155
2300→2400,2300,2400,51,99.768,#154,#104
2400→2500,2400,2500,48,99.876,#103,#56
2500→2600,2500,2600,22,99.926,#55,#34
2600→2700,2600,2700,21,99.973,#33,#13
2700→2800,2700,2800,9,99.993,#12,#4
2800→2900,2800,2900,1,99.995,#3,#3
2900→3000,2900,3000,2,100.000,#2,#1
