RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,125,0.415,#30155,#30031
0100→0200,100,200,184,1.025,#30030,#29847
0200→0300,200,300,452,2.524,#29846,#29395
0300→0400,300,400,844,5.323,#29394,#28551
0400→0500,400,500,1492,10.270,#28550,#27059
0500→0600,500,600,2418,18.289,#27058,#24641
0600→0700,600,700,3331,29.335,#24640,#21310
0700→0800,700,800,1909,35.666,#21309,#19401
0800→0900,800,900,400,36.992,#19400,#19001
0900→1000,900,1000,683,39.257,#19000,#18318
1000→1100,1000,1100,2177,46.477,#18317,#16141
1100→1200,1100,1200,4782,62.335,#16140,#11359
1200→1300,1200,1300,3070,72.515,#11358,#8289
1300→1400,1300,1400,2396,80.461,#8288,#5893
1400→1500,1400,1500,2039,87.223,#5892,#3854
1500→1600,1500,1600,1282,91.474,#3853,#2572
1600→1700,1600,1700,903,94.469,#2571,#1669
1700→1800,1700,1800,566,96.346,#1668,#1103
1800→1900,1800,1900,402,97.679,#1102,#701
1900→2000,1900,2000,187,98.299,#700,#514
2000→2100,2000,2100,213,99.005,#513,#301
2100→2200,2100,2200,100,99.337,#300,#201
2200→2300,2200,2300,50,99.503,#200,#151
2300→2400,2300,2400,28,99.595,#150,#123
2400→2500,2400,2500,47,99.751,#122,#76
2500→2600,2500,2600,34,99.864,#75,#42
2600→2700,2600,2700,21,99.934,#41,#21
2700→2800,2700,2800,15,99.983,#20,#6
2800→2900,2800,2900,1,99.987,#5,#5
2900→3000,2900,3000,4,100.000,#4,#1
