RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,131,0.444,#29524,#29394
0100→0200,100,200,192,1.094,#29393,#29202
0200→0300,200,300,431,2.554,#29201,#28771
0300→0400,300,400,840,5.399,#28770,#27931
0400→0500,400,500,1478,10.405,#27930,#26453
0500→0600,500,600,2479,18.802,#26452,#23974
0600→0700,600,700,3288,29.938,#23973,#20686
0700→0800,700,800,357,31.148,#20685,#20329
0800→0900,800,900,799,33.854,#20328,#19530
0900→1000,900,1000,1401,38.599,#19529,#18129
1000→1100,1000,1100,2782,48.022,#18128,#15347
1100→1200,1100,1200,4362,62.796,#15346,#10985
1200→1300,1200,1300,3072,73.201,#10984,#7913
1300→1400,1300,1400,1919,79.701,#7912,#5994
1400→1500,1400,1500,1699,85.456,#5993,#4295
1500→1600,1500,1600,1349,90.025,#4294,#2946
1600→1700,1600,1700,834,92.850,#2945,#2112
1700→1800,1700,1800,698,95.214,#2111,#1414
1800→1900,1800,1900,510,96.941,#1413,#904
1900→2000,1900,2000,327,98.049,#903,#577
2000→2100,2000,2100,223,98.804,#576,#354
2100→2200,2100,2200,130,99.245,#353,#224
2200→2300,2200,2300,73,99.492,#223,#151
2300→2400,2300,2400,31,99.597,#150,#120
2400→2500,2400,2500,47,99.756,#119,#73
2500→2600,2500,2600,34,99.871,#72,#39
2600→2700,2600,2700,20,99.939,#38,#19
2700→2800,2700,2800,11,99.976,#18,#8
2800→2900,2800,2900,4,99.990,#7,#4
2900→3000,2900,3000,3,100.000,#3,#1
