RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,126,0.252,#49922,#49797
0100→0200,100,200,203,0.659,#49796,#49594
0200→0300,200,300,432,1.524,#49593,#49162
0300→0400,300,400,845,3.217,#49161,#48317
0400→0500,400,500,1466,6.154,#48316,#46851
0500→0600,500,600,2455,11.071,#46850,#44396
0600→0700,600,700,3360,17.802,#44395,#41036
0700→0800,700,800,4169,26.153,#41035,#36867
0800→0900,800,900,5080,36.329,#36866,#31787
0900→1000,900,1000,6204,48.756,#31786,#25583
1000→1100,1000,1100,6959,62.696,#25582,#18624
1100→1200,1100,1200,5273,73.258,#18623,#13351
1200→1300,1200,1300,3828,80.926,#13350,#9523
1300→1400,1300,1400,2707,86.349,#9522,#6816
1400→1500,1400,1500,2034,90.423,#6815,#4782
1500→1600,1500,1600,1505,93.438,#4781,#3277
1600→1700,1600,1700,1029,95.499,#3276,#2248
1700→1800,1700,1800,759,97.019,#2247,#1489
1800→1900,1800,1900,486,97.993,#1488,#1003
1900→2000,1900,2000,335,98.664,#1002,#668
2000→2100,2000,2100,251,99.167,#667,#417
2100→2200,2100,2200,139,99.445,#416,#278
2200→2300,2200,2300,100,99.645,#277,#178
2300→2400,2300,2400,51,99.748,#177,#127
2400→2500,2400,2500,51,99.850,#126,#76
2500→2600,2500,2600,37,99.924,#75,#39
2600→2700,2600,2700,16,99.956,#38,#23
2700→2800,2700,2800,17,99.990,#22,#6
2800→2900,2800,2900,5,100.000,#5,#1
