RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,129,0.311,#41543,#41415
0100→0200,100,200,185,0.756,#41414,#41230
0200→0300,200,300,407,1.736,#41229,#40823
0300→0400,300,400,744,3.526,#40822,#40079
0400→0500,400,500,1433,6.976,#40078,#38646
0500→0600,500,600,2328,12.580,#38645,#36318
0600→0700,600,700,3132,20.119,#36317,#33186
0700→0800,700,800,3910,29.531,#33185,#29276
0800→0900,800,900,4815,41.121,#29275,#24461
0900→1000,900,1000,5801,55.085,#24460,#18660
1000→1100,1000,1100,3658,63.890,#18659,#15002
1100→1200,1100,1200,2492,69.889,#15001,#12510
1200→1300,1200,1300,3563,78.466,#12509,#8947
1300→1400,1300,1400,2581,84.679,#8946,#6366
1400→1500,1400,1500,1899,89.250,#6365,#4467
1500→1600,1500,1600,1445,92.728,#4466,#3022
1600→1700,1600,1700,970,95.063,#3021,#2052
1700→1800,1700,1800,720,96.796,#2051,#1332
1800→1900,1800,1900,456,97.894,#1331,#876
1900→2000,1900,2000,300,98.616,#875,#576
2000→2100,2000,2100,206,99.112,#575,#370
2100→2200,2100,2200,120,99.401,#369,#250
2200→2300,2200,2300,96,99.632,#249,#154
2300→2400,2300,2400,54,99.762,#153,#100
2400→2500,2400,2500,41,99.860,#99,#59
2500→2600,2500,2600,26,99.923,#58,#33
2600→2700,2600,2700,20,99.971,#32,#13
2700→2800,2700,2800,9,99.993,#12,#4
2800→2900,2800,2900,1,99.995,#3,#3
2900→3000,2900,3000,2,100.000,#2,#1
