RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,134,0.441,#30399,#30266
0100→0200,100,200,196,1.086,#30265,#30070
0200→0300,200,300,426,2.487,#30069,#29644
0300→0400,300,400,842,5.257,#29643,#28802
0400→0500,400,500,1488,10.152,#28801,#27314
0500→0600,500,600,2466,18.264,#27313,#24848
0600→0700,600,700,3317,29.175,#24847,#21531
0700→0800,700,800,830,31.906,#21530,#20701
0800→0900,800,900,400,33.221,#20700,#20301
0900→1000,900,1000,2586,41.728,#20300,#17715
1000→1100,1000,1100,2845,51.087,#17714,#14870
1100→1200,1100,1200,4069,64.473,#14869,#10801
1200→1300,1200,1300,2712,73.394,#10800,#8089
1300→1400,1300,1400,2626,82.032,#8088,#5463
1400→1500,1400,1500,1906,88.302,#5462,#3557
1500→1600,1500,1600,1129,92.016,#3556,#2428
1600→1700,1600,1700,797,94.638,#2427,#1631
1700→1800,1700,1800,630,96.710,#1630,#1001
1800→1900,1800,1900,249,97.530,#1000,#752
1900→2000,1900,2000,251,98.355,#751,#501
2000→2100,2000,2100,143,98.826,#500,#358
2100→2200,2100,2200,107,99.178,#357,#251
2200→2300,2200,2300,81,99.444,#250,#170
2300→2400,2300,2400,50,99.609,#169,#120
2400→2500,2400,2500,48,99.766,#119,#72
2500→2600,2500,2600,32,99.872,#71,#40
2600→2700,2600,2700,21,99.941,#39,#19
2700→2800,2700,2800,9,99.970,#18,#10
2800→2900,2800,2900,5,99.987,#9,#5
2900→3000,2900,3000,4,100.000,#4,#1
