RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,130,0.407,#31980,#31851
0100→0200,100,200,193,1.010,#31850,#31658
0200→0300,200,300,438,2.380,#31657,#31220
0300→0400,300,400,419,3.690,#31219,#30801
0400→0500,400,500,60,3.877,#30800,#30741
0500→0600,500,600,2406,11.401,#30740,#28335
0600→0700,600,700,2734,19.950,#28334,#25601
0700→0800,700,800,3505,30.910,#25600,#22096
0800→0900,800,900,2295,38.086,#22095,#19801
0900→1000,900,1000,2479,45.838,#19800,#17322
1000→1100,1000,1100,3521,56.848,#17321,#13801
1100→1200,1100,1200,4107,69.690,#13800,#9694
1200→1300,1200,1300,2224,76.645,#9693,#7470
1300→1400,1300,1400,2695,85.072,#7469,#4775
1400→1500,1400,1500,2039,91.448,#4774,#2736
1500→1600,1500,1600,335,92.495,#2735,#2401
1600→1700,1600,1700,149,92.961,#2400,#2252
1700→1800,1700,1800,770,95.369,#2251,#1482
1800→1900,1800,1900,463,96.817,#1481,#1019
1900→2000,1900,2000,351,97.914,#1018,#668
2000→2100,2000,2100,234,98.646,#667,#434
2100→2200,2100,2200,155,99.131,#433,#279
2200→2300,2200,2300,97,99.434,#278,#182
2300→2400,2300,2400,55,99.606,#181,#127
2400→2500,2400,2500,51,99.765,#126,#76
2500→2600,2500,2600,33,99.869,#75,#43
2600→2700,2600,2700,18,99.925,#42,#25
2700→2800,2700,2800,19,99.984,#24,#6
2800→2900,2800,2900,3,99.994,#5,#3
2900→3000,2900,3000,2,100.000,#2,#1
