RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,117,0.390,#30032,#29916
0100→0200,100,200,202,1.062,#29915,#29714
0200→0300,200,300,438,2.521,#29713,#29276
0300→0400,300,400,853,5.361,#29275,#28423
0400→0500,400,500,1478,10.282,#28422,#26945
0500→0600,500,600,2449,18.437,#26944,#24496
0600→0700,600,700,3362,29.632,#24495,#21134
0700→0800,700,800,1353,34.137,#21133,#19781
0900→1000,900,1000,1800,40.131,#19780,#17981
1000→1100,1000,1100,2200,47.456,#17980,#15781
1100→1200,1100,1200,4933,63.882,#15780,#10848
1200→1300,1200,1300,3110,74.237,#10847,#7738
1300→1400,1300,1400,1940,80.697,#7737,#5798
1400→1500,1400,1500,1543,85.835,#5797,#4255
1500→1600,1500,1600,1382,90.437,#4254,#2873
1600→1700,1600,1700,1046,93.920,#2872,#1827
1700→1800,1700,1800,576,95.838,#1826,#1251
1800→1900,1800,1900,405,97.186,#1250,#846
1900→2000,1900,2000,290,98.152,#845,#556
2000→2100,2000,2100,244,98.964,#555,#312
2100→2200,2100,2200,138,99.424,#311,#174
2200→2300,2200,2300,73,99.667,#173,#101
2400→2500,2400,2500,22,99.740,#100,#79
2500→2600,2500,2600,37,99.863,#78,#42
2600→2700,2600,2700,19,99.927,#41,#23
2700→2800,2700,2800,17,99.983,#22,#6
2800→2900,2800,2900,3,99.993,#5,#3
2900→3000,2900,3000,2,100.000,#2,#1
