RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,135,0.312,#43209,#43075
0100→0200,100,200,220,0.822,#43074,#42855
0200→0300,200,300,451,1.865,#42854,#42404
0300→0400,300,400,863,3.863,#42403,#41541
0400→0500,400,500,1455,7.230,#41540,#40086
0500→0600,500,600,909,9.334,#40085,#39177
0600→0700,600,700,3080,16.462,#39176,#36097
0700→0800,700,800,2989,23.379,#36096,#33108
0800→0900,800,900,4613,34.055,#33107,#28495
0900→1000,900,1000,5583,46.976,#28494,#22912
1000→1100,1000,1100,6159,61.230,#22911,#16753
1100→1200,1100,1200,4785,72.304,#16752,#11968
1200→1300,1200,1300,3521,80.453,#11967,#8447
1300→1400,1300,1400,2501,86.241,#8446,#5946
1400→1500,1400,1500,1874,90.578,#5945,#4072
1500→1600,1500,1600,1354,93.712,#4071,#2718
1600→1700,1600,1700,945,95.899,#2717,#1773
1700→1800,1700,1800,372,96.760,#1772,#1401
1800→1900,1800,1900,404,97.695,#1400,#997
1900→2000,1900,2000,309,98.410,#996,#688
2000→2100,2000,2100,230,98.942,#687,#458
2100→2200,2100,2200,142,99.271,#457,#316
2200→2300,2200,2300,120,99.549,#315,#196
2300→2400,2300,2400,64,99.697,#195,#132
2400→2500,2400,2500,46,99.803,#131,#86
2500→2600,2500,2600,39,99.894,#85,#47
2600→2700,2600,2700,17,99.933,#46,#30
2700→2800,2700,2800,18,99.975,#29,#12
2800→2900,2800,2900,8,99.993,#11,#4
2900→3000,2900,3000,3,100.000,#3,#1
