RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,130,0.270,#48236,#48107
0100→0200,100,200,202,0.688,#48106,#47905
0200→0300,200,300,413,1.544,#47904,#47492
0300→0400,300,400,812,3.228,#47491,#46680
0400→0500,400,500,1457,6.248,#46679,#45223
0500→0600,500,600,2387,11.197,#45222,#42836
0600→0700,600,700,3221,17.875,#42835,#39615
0700→0800,700,800,3982,26.130,#39614,#35633
0800→0900,800,900,4934,36.359,#35632,#30699
0900→1000,900,1000,6027,48.854,#30698,#24672
1000→1100,1000,1100,6644,62.627,#24671,#18028
1100→1200,1100,1200,5006,73.006,#18027,#13022
1200→1300,1200,1300,3690,80.656,#13021,#9332
1300→1400,1300,1400,2666,86.183,#9331,#6666
1400→1500,1400,1500,1987,90.302,#6665,#4679
1500→1600,1500,1600,1420,93.246,#4678,#3259
1600→1700,1600,1700,1019,95.358,#3258,#2240
1700→1800,1700,1800,752,96.917,#2239,#1488
1800→1900,1800,1900,495,97.943,#1487,#993
1900→2000,1900,2000,326,98.619,#992,#667
2000→2100,2000,2100,227,99.090,#666,#440
2100→2200,2100,2200,153,99.407,#439,#287
2200→2300,2200,2300,101,99.616,#286,#186
2300→2400,2300,2400,62,99.745,#185,#124
2400→2500,2400,2500,48,99.845,#123,#76
2500→2600,2500,2600,35,99.917,#75,#41
2600→2700,2600,2700,14,99.946,#40,#27
2700→2800,2700,2800,20,99.988,#26,#7
2800→2900,2800,2900,4,99.996,#6,#3
2900→3000,2900,3000,2,100.000,#2,#1
