RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,129,0.272,#47414,#47286
0100→0200,100,200,176,0.643,#47285,#47110
0200→0300,200,300,448,1.588,#47109,#46662
0300→0400,300,400,838,3.356,#46661,#45824
0400→0500,400,500,1440,6.393,#45823,#44384
0500→0600,500,600,1715,10.010,#44383,#42669
0600→0700,600,700,3346,17.067,#42668,#39323
0700→0800,700,800,4176,25.874,#39322,#35147
0800→0900,800,900,4969,36.354,#35146,#30178
0900→1000,900,1000,5964,48.933,#30177,#24214
1000→1100,1000,1100,6645,62.948,#24213,#17569
1100→1200,1100,1200,4957,73.402,#17568,#12612
1200→1300,1200,1300,3636,81.071,#12611,#8976
1300→1400,1300,1400,2574,86.500,#8975,#6402
1400→1500,1400,1500,1919,90.547,#6401,#4483
1500→1600,1500,1600,1369,93.434,#4482,#3114
1600→1700,1600,1700,982,95.506,#3113,#2132
1700→1800,1700,1800,700,96.982,#2131,#1432
1800→1900,1800,1900,499,98.034,#1431,#933
1900→2000,1900,2000,310,98.688,#932,#623
2000→2100,2000,2100,223,99.158,#622,#400
2100→2200,2100,2200,123,99.418,#399,#277
2200→2300,2200,2300,101,99.631,#276,#176
2300→2400,2300,2400,64,99.766,#175,#112
2400→2500,2400,2500,41,99.852,#111,#71
2500→2600,2500,2600,31,99.918,#70,#40
2600→2700,2600,2700,20,99.960,#39,#20
2700→2800,2700,2800,13,99.987,#19,#7
2800→2900,2800,2900,3,99.994,#6,#4
2900→3000,2900,3000,3,100.000,#3,#1
