RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,147,0.322,#45582,#45436
0100→0200,100,200,206,0.774,#45435,#45230
0200→0300,200,300,438,1.735,#45229,#44792
0300→0400,300,400,850,3.600,#44791,#43942
0400→0500,400,500,1373,6.612,#43941,#42569
0500→0600,500,600,2308,11.676,#42568,#40261
0600→0700,600,700,3119,18.518,#40260,#37142
0700→0800,700,800,3787,26.826,#37141,#33355
0800→0900,800,900,4568,36.848,#33354,#28787
0900→1000,900,1000,5665,49.276,#28786,#23122
1000→1100,1000,1100,6128,62.720,#23121,#16994
1100→1200,1100,1200,4698,73.027,#16993,#12296
1200→1300,1200,1300,3435,80.563,#12295,#8861
1300→1400,1300,1400,2524,86.100,#8860,#6337
1400→1500,1400,1500,1880,90.224,#6336,#4457
1500→1600,1500,1600,1356,93.199,#4456,#3101
1600→1700,1600,1700,938,95.257,#3100,#2163
1700→1800,1700,1800,687,96.764,#2162,#1476
1800→1900,1800,1900,472,97.800,#1475,#1004
1900→2000,1900,2000,319,98.499,#1003,#685
2000→2100,2000,2100,233,99.011,#684,#452
2100→2200,2100,2200,139,99.316,#451,#313
2200→2300,2200,2300,127,99.594,#312,#186
2300→2400,2300,2400,55,99.715,#185,#131
2400→2500,2400,2500,53,99.831,#130,#78
2500→2600,2500,2600,33,99.903,#77,#45
2600→2700,2600,2700,20,99.947,#44,#25
2700→2800,2700,2800,13,99.976,#24,#12
2800→2900,2800,2900,9,99.996,#11,#3
2900→3000,2900,3000,2,100.000,#2,#1
