RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,121,0.402,#30082,#29962
0100→0200,100,200,194,1.047,#29961,#29768
0200→0300,200,300,435,2.493,#29767,#29333
0300→0400,300,400,864,5.365,#29332,#28469
0400→0500,400,500,1454,10.199,#28468,#27015
0500→0600,500,600,2459,18.373,#27014,#24556
0600→0700,600,700,3293,29.320,#24555,#21263
0700→0800,700,800,1905,35.653,#21262,#19358
0800→0900,800,900,1100,39.309,#19357,#18258
0900→1000,900,1000,1300,43.631,#18257,#16958
1000→1100,1000,1100,1689,49.245,#16957,#15269
1100→1200,1100,1200,4357,63.729,#15268,#10912
1200→1300,1200,1300,3392,75.005,#10911,#7520
1300→1400,1300,1400,1928,81.414,#7519,#5592
1400→1500,1400,1500,1641,86.869,#5591,#3951
1500→1600,1500,1600,1428,91.616,#3950,#2523
1600→1700,1600,1700,1051,95.110,#2522,#1472
1700→1800,1700,1800,279,96.037,#1471,#1193
1800→1900,1800,1900,202,96.709,#1192,#991
1900→2000,1900,2000,336,97.826,#990,#655
2000→2100,2000,2100,245,98.640,#654,#410
2100→2200,2100,2200,134,99.086,#409,#276
2200→2300,2200,2300,97,99.408,#275,#179
2300→2400,2300,2400,57,99.598,#178,#122
2400→2500,2400,2500,45,99.747,#121,#77
2500→2600,2500,2600,33,99.857,#76,#44
2600→2700,2600,2700,22,99.930,#43,#22
2700→2800,2700,2800,16,99.983,#21,#6
2800→2900,2800,2900,2,99.990,#5,#4
2900→3000,2900,3000,3,100.000,#3,#1
