RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,146,0.325,#44979,#44834
0100→0200,100,200,202,0.774,#44833,#44632
0200→0300,200,300,434,1.739,#44631,#44198
0300→0400,300,400,829,3.582,#44197,#43369
0400→0500,400,500,1365,6.616,#43368,#42004
0500→0600,500,600,2305,11.741,#42003,#39699
0600→0700,600,700,3146,18.735,#39698,#36553
0700→0800,700,800,3799,27.182,#36552,#32754
0800→0900,800,900,4549,37.295,#32753,#28205
0900→1000,900,1000,5786,50.159,#28204,#22419
1000→1100,1000,1100,6171,63.879,#22418,#16248
1100→1200,1100,1200,4672,74.266,#16247,#11576
1200→1300,1200,1300,3437,81.907,#11575,#8139
1300→1400,1300,1400,2362,87.158,#8138,#5777
1400→1500,1400,1500,1888,91.356,#5776,#3889
1500→1600,1500,1600,1374,94.411,#3888,#2515
1600→1700,1600,1700,337,95.160,#2514,#2178
1700→1800,1700,1800,701,96.718,#2177,#1477
1800→1900,1800,1900,489,97.806,#1476,#988
1900→2000,1900,2000,313,98.502,#987,#675
2000→2100,2000,2100,222,98.995,#674,#453
2100→2200,2100,2200,144,99.315,#452,#309
2200→2300,2200,2300,126,99.595,#308,#183
2300→2400,2300,2400,55,99.718,#182,#128
2400→2500,2400,2500,58,99.847,#127,#70
2500→2600,2500,2600,26,99.904,#69,#44
2600→2700,2600,2700,21,99.951,#43,#23
2700→2800,2700,2800,11,99.976,#22,#12
2800→2900,2800,2900,11,100.000,#11,#1
