RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,114,0.372,#30651,#30538
0100→0200,100,200,200,1.024,#30537,#30338
0200→0300,200,300,443,2.470,#30337,#29895
0300→0400,300,400,842,5.217,#29894,#29053
0400→0500,400,500,1480,10.045,#29052,#27573
0500→0600,500,600,2460,18.071,#27572,#25113
0600→0700,600,700,3371,29.069,#25112,#21742
0700→0800,700,800,2241,36.381,#21741,#19501
0800→0900,800,900,300,37.359,#19500,#19201
0900→1000,900,1000,2045,44.031,#19200,#17156
1000→1100,1000,1100,1705,49.594,#17155,#15451
1100→1200,1100,1200,5100,66.233,#15450,#10351
1200→1300,1200,1300,3347,77.152,#10350,#7004
1300→1400,1300,1400,1403,81.730,#7003,#5601
1400→1500,1400,1500,1337,86.092,#5600,#4264
1500→1600,1500,1600,1487,90.943,#4263,#2777
1600→1700,1600,1700,934,93.990,#2776,#1843
1700→1800,1700,1800,649,96.108,#1842,#1194
1800→1900,1800,1900,292,97.060,#1193,#902
1900→2000,1900,2000,342,98.176,#901,#560
2000→2100,2000,2100,248,98.985,#559,#312
2100→2200,2100,2200,137,99.432,#311,#175
2200→2300,2200,2300,74,99.674,#174,#101
2400→2500,2400,2500,26,99.759,#100,#75
2500→2600,2500,2600,33,99.866,#74,#42
2600→2700,2600,2700,21,99.935,#41,#21
2700→2800,2700,2800,15,99.984,#20,#6
2800→2900,2800,2900,3,99.993,#5,#3
2900→3000,2900,3000,2,100.000,#2,#1
