RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,123,0.274,#44826,#44704
0100→0200,100,200,185,0.687,#44703,#44519
0200→0300,200,300,441,1.671,#44518,#44078
0300→0400,300,400,826,3.514,#44077,#43252
0400→0500,400,500,1432,6.708,#43251,#41820
0500→0600,500,600,2533,12.359,#41819,#39287
0600→0700,600,700,3336,19.801,#39286,#35951
0700→0800,700,800,4184,29.135,#35950,#31767
0800→0900,800,900,4871,40.001,#31766,#26896
0900→1000,900,1000,5875,53.108,#26895,#21021
1000→1100,1000,1100,5991,66.473,#21020,#15030
1100→1200,1100,1200,3887,75.144,#15029,#11143
1200→1300,1200,1300,3592,83.157,#11142,#7551
1300→1400,1300,1400,2577,88.906,#7550,#4974
1400→1500,1400,1500,1808,92.939,#4973,#3166
1500→1600,1500,1600,1188,95.590,#3165,#1978
1600→1700,1600,1700,481,96.663,#1977,#1497
1700→1800,1700,1800,375,97.499,#1496,#1122
1800→1900,1800,1900,338,98.253,#1121,#784
1900→2000,1900,2000,307,98.938,#783,#477
2000→2100,2000,2100,178,99.335,#476,#299
2100→2200,2100,2200,126,99.616,#298,#173
2200→2300,2200,2300,22,99.665,#172,#151
2300→2400,2300,2400,36,99.746,#150,#115
2400→2500,2400,2500,43,99.842,#114,#72
2500→2600,2500,2600,31,99.911,#71,#41
2600→2700,2600,2700,20,99.955,#40,#21
2700→2800,2700,2800,14,99.987,#20,#7
2800→2900,2800,2900,3,99.993,#6,#4
2900→3000,2900,3000,3,100.000,#3,#1
