RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,148,0.325,#45562,#45415
0100→0200,100,200,201,0.766,#45414,#45214
0200→0300,200,300,448,1.749,#45213,#44766
0300→0400,300,400,857,3.630,#44765,#43909
0400→0500,400,500,1355,6.604,#43908,#42554
0500→0600,500,600,2314,11.683,#42553,#40240
0600→0700,600,700,3104,18.496,#40239,#37136
0700→0800,700,800,3781,26.794,#37135,#33355
0800→0900,800,900,4602,36.895,#33354,#28753
0900→1000,900,1000,5672,49.344,#28752,#23081
1000→1100,1000,1100,6103,62.739,#23080,#16978
1100→1200,1100,1200,4696,73.046,#16977,#12282
1200→1300,1200,1300,3454,80.626,#12281,#8828
1300→1400,1300,1400,2536,86.192,#8827,#6292
1400→1500,1400,1500,1842,90.235,#6291,#4450
1500→1600,1500,1600,1355,93.209,#4449,#3095
1600→1700,1600,1700,933,95.257,#3094,#2162
1700→1800,1700,1800,685,96.760,#2161,#1477
1800→1900,1800,1900,474,97.801,#1476,#1003
1900→2000,1900,2000,321,98.505,#1002,#682
2000→2100,2000,2100,226,99.001,#681,#456
2100→2200,2100,2200,149,99.328,#455,#307
2200→2300,2200,2300,114,99.579,#306,#193
2300→2400,2300,2400,62,99.715,#192,#131
2400→2500,2400,2500,56,99.838,#130,#75
2500→2600,2500,2600,31,99.906,#74,#44
2600→2700,2600,2700,20,99.950,#43,#24
2700→2800,2700,2800,13,99.978,#23,#11
2800→2900,2800,2900,8,99.996,#10,#3
2900→3000,2900,3000,2,100.000,#2,#1
