RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,122,0.266,#45809,#45688
0100→0200,100,200,194,0.690,#45687,#45494
0200→0300,200,300,387,1.535,#45493,#45107
0300→0400,300,400,748,3.167,#45106,#44359
0400→0500,400,500,1400,6.224,#44358,#42959
0500→0600,500,600,2277,11.194,#42958,#40682
0600→0700,600,700,3080,17.918,#40681,#37602
0700→0800,700,800,3846,26.314,#37601,#33756
0800→0900,800,900,4674,36.517,#33755,#29082
0900→1000,900,1000,5716,48.995,#29081,#23366
1000→1100,1000,1100,6194,62.516,#23365,#17172
1100→1200,1100,1200,4769,72.927,#17171,#12403
1200→1300,1200,1300,3585,80.753,#12402,#8818
1300→1400,1300,1400,2525,86.265,#8817,#6293
1400→1500,1400,1500,1918,90.452,#6292,#4375
1500→1600,1500,1600,1399,93.506,#4374,#2976
1600→1700,1600,1700,962,95.606,#2975,#2014
1700→1800,1700,1800,693,97.118,#2013,#1321
1800→1900,1800,1900,439,98.077,#1320,#882
1900→2000,1900,2000,313,98.760,#881,#569
2000→2100,2000,2100,208,99.214,#568,#361
2100→2200,2100,2200,117,99.470,#360,#244
2200→2300,2200,2300,92,99.670,#243,#152
2300→2400,2300,2400,54,99.788,#151,#98
2400→2500,2400,2500,42,99.880,#97,#56
2500→2600,2500,2600,21,99.926,#55,#35
2600→2700,2600,2700,21,99.972,#34,#14
2700→2800,2700,2800,11,99.996,#13,#3
2900→3000,2900,3000,2,100.000,#2,#1
