RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,148,0.330,#44783,#44636
0100→0200,100,200,208,0.795,#44635,#44428
0200→0300,200,300,442,1.782,#44427,#43986
0300→0400,300,400,631,3.191,#43985,#43355
0400→0500,400,500,1392,6.299,#43354,#41963
0500→0600,500,600,2300,11.435,#41962,#39663
0600→0700,600,700,3090,18.335,#39662,#36573
0700→0800,700,800,3776,26.767,#36572,#32797
0800→0900,800,900,4162,36.061,#32796,#28635
0900→1000,900,1000,5686,48.757,#28634,#22949
1000→1100,1000,1100,5978,62.106,#22948,#16971
1100→1200,1100,1200,4698,72.597,#16970,#12273
1200→1300,1200,1300,3427,80.249,#12272,#8846
1300→1400,1300,1400,2531,85.901,#8845,#6315
1400→1500,1400,1500,1851,90.034,#6314,#4464
1500→1600,1500,1600,1381,93.118,#4463,#3083
1600→1700,1600,1700,933,95.201,#3082,#2150
1700→1800,1700,1800,687,96.735,#2149,#1463
1800→1900,1800,1900,464,97.771,#1462,#999
1900→2000,1900,2000,328,98.504,#998,#671
2000→2100,2000,2100,216,98.986,#670,#455
2100→2200,2100,2200,138,99.294,#454,#317
2200→2300,2200,2300,130,99.585,#316,#187
2300→2400,2300,2400,59,99.716,#186,#128
2400→2500,2400,2500,54,99.837,#127,#74
2500→2600,2500,2600,28,99.900,#73,#46
2600→2700,2600,2700,21,99.946,#45,#25
2700→2800,2700,2800,13,99.975,#24,#12
2800→2900,2800,2900,11,100.000,#11,#1
