RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,129,0.309,#41727,#41599
0100→0200,100,200,188,0.760,#41598,#41411
0200→0300,200,300,239,1.332,#41410,#41172
0300→0400,300,400,832,3.326,#41171,#40340
0400→0500,400,500,1454,6.811,#40339,#38886
0500→0600,500,600,1085,9.411,#38885,#37801
0600→0700,600,700,2891,16.340,#37800,#34910
0700→0800,700,800,4199,26.403,#34909,#30711
0800→0900,800,900,4981,38.340,#30710,#25730
0900→1000,900,1000,6024,52.776,#25729,#19706
1000→1100,1000,1100,6795,69.061,#19705,#12911
1100→1200,1100,1200,5102,81.288,#12910,#7809
1200→1300,1200,1300,2208,86.579,#7808,#5601
1400→1500,1400,1500,1204,89.465,#5600,#4397
1500→1600,1500,1600,1418,92.863,#4396,#2979
1600→1700,1600,1700,1018,95.303,#2978,#1961
1700→1800,1700,1800,713,97.012,#1960,#1248
1800→1900,1800,1900,498,98.205,#1247,#750
1900→2000,1900,2000,314,98.958,#749,#436
2000→2100,2000,2100,35,99.041,#435,#401
2100→2200,2100,2200,132,99.358,#400,#269
2200→2300,2200,2300,96,99.588,#268,#173
2300→2400,2300,2400,56,99.722,#172,#117
2400→2500,2400,2500,43,99.825,#116,#74
2500→2600,2500,2600,40,99.921,#73,#34
2600→2700,2600,2700,14,99.954,#33,#20
2700→2800,2700,2800,10,99.978,#19,#10
2800→2900,2800,2900,6,99.993,#9,#4
2900→3000,2900,3000,3,100.000,#3,#1
