RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,129,0.260,#49526,#49398
0100→0200,100,200,188,0.640,#49397,#49210
0200→0300,200,300,440,1.528,#49209,#48770
0300→0400,300,400,816,3.176,#48769,#47954
0400→0500,400,500,1466,6.136,#47953,#46488
0500→0600,500,600,2415,11.012,#46487,#44073
0600→0700,600,700,3318,17.712,#44072,#40755
0700→0800,700,800,4118,26.027,#40754,#36637
0800→0900,800,900,5012,36.147,#36636,#31625
0900→1000,900,1000,6195,48.655,#31624,#25430
1000→1100,1000,1100,6912,62.612,#25429,#18518
1100→1200,1100,1200,5194,73.099,#18517,#13324
1200→1300,1200,1300,3841,80.855,#13323,#9483
1300→1400,1300,1400,2697,86.300,#9482,#6786
1400→1500,1400,1500,2052,90.443,#6785,#4734
1500→1600,1500,1600,1451,93.373,#4733,#3283
1600→1700,1600,1700,1028,95.449,#3282,#2255
1700→1800,1700,1800,772,97.008,#2254,#1483
1800→1900,1800,1900,463,97.942,#1482,#1020
1900→2000,1900,2000,357,98.663,#1019,#663
2000→2100,2000,2100,231,99.130,#662,#432
2100→2200,2100,2200,150,99.433,#431,#282
2200→2300,2200,2300,98,99.630,#281,#184
2300→2400,2300,2400,54,99.740,#183,#130
2400→2500,2400,2500,50,99.840,#129,#80
2500→2600,2500,2600,37,99.915,#79,#43
2600→2700,2600,2700,19,99.954,#42,#24
2700→2800,2700,2800,18,99.990,#23,#6
2800→2900,2800,2900,3,99.996,#5,#3
2900→3000,2900,3000,2,100.000,#2,#1
