RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,149,0.328,#45378,#45230
0100→0200,100,200,224,0.822,#45229,#45006
0200→0300,200,300,480,1.880,#45005,#44526
0300→0400,300,400,844,3.740,#44525,#43682
0400→0500,400,500,1460,6.957,#43681,#42222
0500→0600,500,600,2332,12.096,#42221,#39890
0600→0700,600,700,3124,18.981,#39889,#36766
0700→0800,700,800,3824,27.408,#36765,#32942
0800→0900,800,900,4642,37.637,#32941,#28300
0900→1000,900,1000,5538,49.841,#28299,#22762
1000→1100,1000,1100,6041,63.154,#22761,#16721
1100→1200,1100,1200,4794,73.719,#16720,#11927
1200→1300,1200,1300,3144,80.647,#11926,#8783
1300→1400,1300,1400,2313,85.744,#8782,#6470
1400→1500,1400,1500,1841,89.801,#6469,#4629
1500→1600,1500,1600,1411,92.911,#4628,#3218
1600→1700,1600,1700,983,95.077,#3217,#2235
1700→1800,1700,1800,678,96.571,#2234,#1557
1800→1900,1800,1900,497,97.666,#1556,#1060
1900→2000,1900,2000,342,98.420,#1059,#718
2000→2100,2000,2100,240,98.949,#717,#478
2100→2200,2100,2200,154,99.288,#477,#324
2200→2300,2200,2300,103,99.515,#323,#221
2300→2400,2300,2400,79,99.689,#220,#142
2400→2500,2400,2500,53,99.806,#141,#89
2500→2600,2500,2600,36,99.885,#88,#53
2600→2700,2600,2700,23,99.936,#52,#30
2700→2800,2700,2800,19,99.978,#29,#11
2800→2900,2800,2900,6,99.991,#10,#5
2900→3000,2900,3000,4,100.000,#4,#1
