RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,151,0.328,#46018,#45868
0100→0200,100,200,216,0.798,#45867,#45652
0200→0300,200,300,489,1.860,#45651,#45163
0300→0400,300,400,851,3.709,#45162,#44312
0400→0500,400,500,1467,6.897,#44311,#42845
0500→0600,500,600,2329,11.958,#42844,#40516
0600→0700,600,700,3137,18.775,#40515,#37379
0700→0800,700,800,3834,27.107,#37378,#33545
0800→0900,800,900,4642,37.194,#33544,#28903
0900→1000,900,1000,5540,49.233,#28902,#23363
1000→1100,1000,1100,6055,62.391,#23362,#17308
1100→1200,1100,1200,4778,72.774,#17307,#12530
1200→1300,1200,1300,3541,80.469,#12529,#8989
1300→1400,1300,1400,2532,85.971,#8988,#6457
1400→1500,1400,1500,1829,89.945,#6456,#4628
1500→1600,1500,1600,1414,93.018,#4627,#3214
1600→1700,1600,1700,967,95.119,#3213,#2247
1700→1800,1700,1800,688,96.614,#2246,#1559
1800→1900,1800,1900,501,97.703,#1558,#1058
1900→2000,1900,2000,335,98.431,#1057,#723
2000→2100,2000,2100,245,98.963,#722,#478
2100→2200,2100,2200,154,99.298,#477,#324
2200→2300,2200,2300,106,99.528,#323,#218
2300→2400,2300,2400,77,99.696,#217,#141
2400→2500,2400,2500,51,99.807,#140,#90
2500→2600,2500,2600,38,99.889,#89,#52
2600→2700,2600,2700,22,99.937,#51,#30
2700→2800,2700,2800,18,99.976,#29,#12
2800→2900,2800,2900,7,99.991,#11,#5
2900→3000,2900,3000,4,100.000,#4,#1
