RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,138,0.291,#47465,#47328
0100→0200,100,200,203,0.718,#47327,#47125
0200→0300,200,300,398,1.557,#47124,#46727
0300→0400,300,400,813,3.270,#46726,#45914
0400→0500,400,500,1428,6.278,#45913,#44486
0500→0600,500,600,2368,11.267,#44485,#42118
0600→0700,600,700,3142,17.887,#42117,#38976
0700→0800,700,800,3950,26.209,#38975,#35026
0800→0900,800,900,4770,36.258,#35025,#30256
0900→1000,900,1000,5950,48.794,#30255,#24306
1000→1100,1000,1100,6517,62.524,#24305,#17789
1100→1200,1100,1200,4971,72.997,#17788,#12818
1200→1300,1200,1300,3596,80.573,#12817,#9222
1300→1400,1300,1400,2642,86.139,#9221,#6580
1400→1500,1400,1500,1938,90.222,#6579,#4642
1500→1600,1500,1600,1417,93.208,#4641,#3225
1600→1700,1600,1700,971,95.253,#3224,#2254
1700→1800,1700,1800,749,96.831,#2253,#1505
1800→1900,1800,1900,500,97.885,#1504,#1005
1900→2000,1900,2000,335,98.591,#1004,#670
2000→2100,2000,2100,233,99.081,#669,#437
2100→2200,2100,2200,144,99.385,#436,#293
2200→2300,2200,2300,110,99.617,#292,#183
2300→2400,2300,2400,51,99.724,#182,#132
2400→2500,2400,2500,53,99.836,#131,#79
2500→2600,2500,2600,37,99.914,#78,#42
2600→2700,2600,2700,15,99.945,#41,#27
2700→2800,2700,2800,18,99.983,#26,#9
2800→2900,2800,2900,8,100.000,#8,#1
