RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,151,0.332,#45432,#45282
0100→0200,100,200,226,0.830,#45281,#45056
0200→0300,200,300,461,1.845,#45055,#44595
0300→0400,300,400,851,3.718,#44594,#43744
0400→0500,400,500,1464,6.940,#43743,#42280
0500→0600,500,600,2341,12.093,#42279,#39939
0600→0700,600,700,3101,18.918,#39938,#36838
0700→0800,700,800,3837,27.364,#36837,#33001
0800→0900,800,900,4620,37.533,#33000,#28381
0900→1000,900,1000,5542,49.731,#28380,#22839
1000→1100,1000,1100,5885,62.685,#22838,#16954
1100→1200,1100,1200,4589,72.786,#16953,#12365
1200→1300,1200,1300,3547,80.593,#12364,#8818
1300→1400,1300,1400,2532,86.166,#8817,#6286
1400→1500,1400,1500,1851,90.240,#6285,#4435
1500→1600,1500,1600,1397,93.315,#4434,#3038
1600→1700,1600,1700,978,95.468,#3037,#2060
1700→1800,1700,1800,659,96.918,#2059,#1401
1800→1900,1800,1900,324,97.632,#1400,#1077
1900→2000,1900,2000,350,98.402,#1076,#727
2000→2100,2000,2100,245,98.941,#726,#482
2100→2200,2100,2200,154,99.280,#481,#328
2200→2300,2200,2300,106,99.514,#327,#222
2300→2400,2300,2400,77,99.683,#221,#145
2400→2500,2400,2500,49,99.791,#144,#96
2500→2600,2500,2600,39,99.877,#95,#57
2600→2700,2600,2700,26,99.934,#56,#31
2700→2800,2700,2800,16,99.969,#30,#15
2800→2900,2800,2900,10,99.991,#14,#5
2900→3000,2900,3000,4,100.000,#4,#1
