RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,123,0.406,#30311,#30189
0100→0200,100,200,199,1.062,#30188,#29990
0200→0300,200,300,439,2.511,#29989,#29551
0300→0400,300,400,822,5.223,#29550,#28729
0400→0500,400,500,1488,10.132,#28728,#27241
0500→0600,500,600,2437,18.172,#27240,#24804
0600→0700,600,700,3377,29.313,#24803,#21427
0700→0800,700,800,1226,33.358,#21426,#20201
0800→0900,800,900,800,35.997,#20200,#19401
0900→1000,900,1000,1655,41.457,#19400,#17746
1000→1100,1000,1100,2050,48.220,#17745,#15696
1100→1200,1100,1200,4745,63.875,#15695,#10951
1200→1300,1200,1300,2912,73.482,#10950,#8039
1300→1400,1300,1400,2066,80.298,#8038,#5973
1400→1500,1400,1500,2049,87.058,#5972,#3924
1500→1600,1500,1600,1141,90.822,#3923,#2783
1600→1700,1600,1700,735,93.247,#2782,#2048
1700→1800,1700,1800,669,95.454,#2047,#1379
1800→1900,1800,1900,478,97.031,#1378,#901
1900→2000,1900,2000,289,97.984,#900,#612
2000→2100,2000,2100,248,98.802,#611,#364
2100→2200,2100,2200,136,99.251,#363,#228
2200→2300,2200,2300,98,99.574,#227,#130
2300→2400,2300,2400,53,99.749,#129,#77
2400→2500,2400,2500,26,99.835,#76,#51
2500→2600,2500,2600,10,99.868,#50,#41
2600→2700,2600,2700,18,99.927,#40,#23
2700→2800,2700,2800,17,99.984,#22,#6
2800→2900,2800,2900,5,100.000,#5,#1
