RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,140,0.306,#45755,#45616
0100→0200,100,200,195,0.732,#45615,#45421
0200→0300,200,300,437,1.687,#45420,#44984
0300→0400,300,400,806,3.449,#44983,#44178
0400→0500,400,500,1412,6.535,#44177,#42766
0500→0600,500,600,2294,11.548,#42765,#40472
0600→0700,600,700,3107,18.339,#40471,#37365
0700→0800,700,800,3806,26.657,#37364,#33559
0800→0900,800,900,4550,36.601,#33558,#29009
0900→1000,900,1000,5787,49.249,#29008,#23222
1000→1100,1000,1100,6194,62.787,#23221,#17028
1100→1200,1100,1200,4668,72.989,#17027,#12360
1200→1300,1200,1300,3433,80.492,#12359,#8927
1300→1400,1300,1400,2566,86.100,#8926,#6361
1400→1500,1400,1500,1867,90.180,#6360,#4494
1500→1600,1500,1600,1375,93.185,#4493,#3119
1600→1700,1600,1700,946,95.253,#3118,#2173
1700→1800,1700,1800,690,96.761,#2172,#1483
1800→1900,1800,1900,498,97.849,#1482,#985
1900→2000,1900,2000,324,98.558,#984,#661
2000→2100,2000,2100,206,99.008,#660,#455
2100→2200,2100,2200,143,99.320,#454,#312
2200→2300,2200,2300,131,99.607,#311,#181
2300→2400,2300,2400,52,99.720,#180,#129
2400→2500,2400,2500,56,99.843,#128,#73
2500→2600,2500,2600,30,99.908,#72,#43
2600→2700,2600,2700,16,99.943,#42,#27
2700→2800,2700,2800,15,99.976,#26,#12
2800→2900,2800,2900,9,99.996,#11,#3
2900→3000,2900,3000,2,100.000,#2,#1
