RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,128,0.424,#30171,#30044
0100→0200,100,200,191,1.057,#30043,#29853
0200→0300,200,300,435,2.499,#29852,#29418
0300→0400,300,400,870,5.383,#29417,#28548
0400→0500,400,500,1482,10.295,#28547,#27066
0500→0600,500,600,2424,18.329,#27065,#24642
0600→0700,600,700,3365,29.482,#24641,#21277
0700→0800,700,800,1468,34.348,#21276,#19809
0800→0900,800,900,1100,37.993,#19808,#18709
0900→1000,900,1000,500,39.651,#18708,#18209
1000→1100,1000,1100,2254,47.121,#18208,#15955
1100→1200,1100,1200,4513,62.079,#15954,#11442
1200→1300,1200,1300,3211,72.722,#11441,#8231
1300→1400,1300,1400,2462,80.882,#8230,#5769
1400→1500,1400,1500,1864,87.060,#5768,#3905
1500→1600,1500,1600,1299,91.366,#3904,#2606
1600→1700,1600,1700,662,93.560,#2605,#1944
1700→1800,1700,1800,655,95.731,#1943,#1289
1800→1900,1800,1900,465,97.272,#1288,#824
1900→2000,1900,2000,322,98.339,#823,#502
2000→2100,2000,2100,146,98.823,#501,#356
2100→2200,2100,2200,133,99.264,#355,#223
2200→2300,2200,2300,72,99.503,#222,#151
2300→2400,2300,2400,30,99.602,#150,#121
2400→2500,2400,2500,43,99.745,#120,#78
2500→2600,2500,2600,36,99.864,#77,#42
2600→2700,2600,2700,23,99.940,#41,#19
2700→2800,2700,2800,11,99.977,#18,#8
2800→2900,2800,2900,4,99.990,#7,#4
2900→3000,2900,3000,3,100.000,#3,#1
