RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,152,0.333,#45651,#45500
0100→0200,100,200,237,0.852,#45499,#45263
0200→0300,200,300,467,1.875,#45262,#44796
0300→0400,300,400,836,3.706,#44795,#43960
0400→0500,400,500,1470,6.926,#43959,#42490
0500→0600,500,600,2343,12.059,#42489,#40147
0600→0700,600,700,3115,18.882,#40146,#37032
0700→0800,700,800,3830,27.272,#37031,#33202
0800→0900,800,900,4621,37.395,#33201,#28581
0900→1000,900,1000,5500,49.443,#28580,#23081
1000→1100,1000,1100,6122,62.853,#23080,#16959
1100→1200,1100,1200,4754,73.267,#16958,#12205
1200→1300,1200,1300,3523,80.984,#12204,#8682
1300→1400,1300,1400,2617,86.717,#8681,#6065
1400→1500,1400,1500,1825,90.714,#6064,#4240
1500→1600,1500,1600,1391,93.761,#4239,#2849
1600→1700,1600,1700,648,95.181,#2848,#2201
1700→1800,1700,1800,637,96.576,#2200,#1564
1800→1900,1800,1900,470,97.606,#1563,#1094
1900→2000,1900,2000,344,98.359,#1093,#750
2000→2100,2000,2100,260,98.929,#749,#490
2100→2200,2100,2200,160,99.279,#489,#330
2200→2300,2200,2300,101,99.501,#329,#229
2300→2400,2300,2400,83,99.682,#228,#146
2400→2500,2400,2500,54,99.801,#145,#92
2500→2600,2500,2600,35,99.877,#91,#57
2600→2700,2600,2700,22,99.926,#56,#35
2700→2800,2700,2800,22,99.974,#34,#13
2800→2900,2800,2900,7,99.989,#12,#6
2900→3000,2900,3000,3,99.996,#5,#3
3000→3100,3000,3100,2,100.000,#2,#1
