RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,148,0.327,#45215,#45068
0100→0200,100,200,240,0.858,#45067,#44828
0200→0300,200,300,461,1.878,#44827,#44367
0300→0400,300,400,834,3.722,#44366,#43533
0400→0500,400,500,1466,6.965,#43532,#42067
0500→0600,500,600,2346,12.153,#42066,#39721
0600→0700,600,700,3124,19.062,#39720,#36597
0700→0800,700,800,3831,27.535,#36596,#32766
0800→0900,800,900,4631,37.777,#32765,#28135
0900→1000,900,1000,5495,49.930,#28134,#22640
1000→1100,1000,1100,6111,63.446,#22639,#16529
1100→1200,1100,1200,4749,73.949,#16528,#11780
1200→1300,1200,1300,3519,81.732,#11779,#8261
1300→1400,1300,1400,2586,87.451,#8260,#5675
1400→1500,1400,1500,1822,91.481,#5674,#3853
1500→1600,1500,1600,1402,94.581,#3852,#2451
1600→1700,1600,1700,650,96.019,#2450,#1801
1700→1800,1700,1800,240,96.550,#1800,#1561
1800→1900,1800,1900,466,97.580,#1560,#1095
1900→2000,1900,2000,352,98.359,#1094,#743
2000→2100,2000,2100,260,98.934,#742,#483
2100→2200,2100,2200,155,99.277,#482,#328
2200→2300,2200,2300,96,99.489,#327,#232
2300→2400,2300,2400,86,99.679,#231,#146
2400→2500,2400,2500,55,99.801,#145,#91
2500→2600,2500,2600,33,99.874,#90,#58
2600→2700,2600,2700,24,99.927,#57,#34
2700→2800,2700,2800,20,99.971,#33,#14
2800→2900,2800,2900,10,99.993,#13,#4
2900→3000,2900,3000,1,99.996,#3,#3
3000→3100,3000,3100,2,100.000,#2,#1
