RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,144,0.314,#45851,#45708
0100→0200,100,200,216,0.785,#45707,#45492
0200→0300,200,300,452,1.771,#45491,#45040
0300→0400,300,400,868,3.664,#45039,#44172
0400→0500,400,500,1439,6.802,#44171,#42733
0500→0600,500,600,2335,11.895,#42732,#40398
0600→0700,600,700,3064,18.578,#40397,#37334
0700→0800,700,800,3837,26.946,#37333,#33497
0800→0900,800,900,4592,36.961,#33496,#28905
0900→1000,900,1000,5587,49.146,#28904,#23318
1000→1100,1000,1100,6169,62.601,#23317,#17149
1100→1200,1100,1200,4782,73.030,#17148,#12367
1200→1300,1200,1300,3512,80.690,#12366,#8855
1300→1400,1300,1400,2515,86.175,#8854,#6340
1400→1500,1400,1500,1865,90.242,#6339,#4475
1500→1600,1500,1600,1343,93.171,#4474,#3132
1600→1700,1600,1700,966,95.278,#3131,#2166
1700→1800,1700,1800,677,96.755,#2165,#1489
1800→1900,1800,1900,485,97.812,#1488,#1004
1900→2000,1900,2000,314,98.497,#1003,#690
2000→2100,2000,2100,224,98.986,#689,#466
2100→2200,2100,2200,153,99.320,#465,#313
2200→2300,2200,2300,116,99.573,#312,#197
2300→2400,2300,2400,64,99.712,#196,#133
2400→2500,2400,2500,51,99.823,#132,#82
2500→2600,2500,2600,34,99.897,#81,#48
2600→2700,2600,2700,17,99.935,#47,#31
2700→2800,2700,2800,20,99.978,#30,#11
2800→2900,2800,2900,6,99.991,#10,#5
2900→3000,2900,3000,4,100.000,#4,#1
