RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,127,0.405,#31374,#31248
0100→0200,100,200,183,0.988,#31247,#31065
0200→0300,200,300,448,2.416,#31064,#30617
0300→0400,300,400,850,5.125,#30616,#29767
0400→0500,400,500,1501,9.909,#29766,#28266
0500→0600,500,600,2410,17.591,#28265,#25856
0600→0700,600,700,3356,28.288,#25855,#22500
0700→0800,700,800,2167,35.195,#22499,#20333
0800→0900,800,900,1753,40.782,#20332,#18580
0900→1000,900,1000,1847,46.669,#18579,#16733
1000→1100,1000,1100,1532,51.552,#16732,#15201
1100→1200,1100,1200,4266,65.149,#15200,#10935
1200→1300,1200,1300,3268,75.566,#10934,#7667
1300→1400,1300,1400,1832,81.405,#7666,#5835
1400→1500,1400,1500,1621,86.572,#5834,#4214
1500→1600,1500,1600,1427,91.120,#4213,#2787
1600→1700,1600,1700,976,94.231,#2786,#1811
1700→1800,1700,1800,652,96.309,#1810,#1159
1800→1900,1800,1900,372,97.495,#1158,#787
1900→2000,1900,2000,330,98.547,#786,#457
2000→2100,2000,2100,206,99.203,#456,#251
2200→2300,2200,2300,72,99.433,#250,#179
2300→2400,2300,2400,54,99.605,#178,#125
2400→2500,2400,2500,49,99.761,#124,#76
2500→2600,2500,2600,33,99.866,#75,#43
2600→2700,2600,2700,25,99.946,#42,#18
2700→2800,2700,2800,11,99.981,#17,#7
2800→2900,2800,2900,3,99.990,#6,#4
2900→3000,2900,3000,3,100.000,#3,#1
