RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,136,0.284,#47869,#47734
0100→0200,100,200,179,0.658,#47733,#47555
0200→0300,200,300,431,1.558,#47554,#47124
0300→0400,300,400,835,3.303,#47123,#46289
0400→0500,400,500,1469,6.372,#46288,#44820
0500→0600,500,600,2484,11.561,#44819,#42336
0600→0700,600,700,3334,18.526,#42335,#39002
0700→0800,700,800,4127,27.147,#39001,#34875
0800→0900,800,900,4897,37.377,#34874,#29978
0900→1000,900,1000,5970,49.849,#29977,#24008
1000→1100,1000,1100,6614,63.665,#24007,#17394
1100→1200,1100,1200,4910,73.923,#17393,#12484
1200→1300,1200,1300,3547,81.332,#12483,#8937
1300→1400,1300,1400,2594,86.751,#8936,#6343
1400→1500,1400,1500,1913,90.748,#6342,#4430
1500→1600,1500,1600,1323,93.511,#4429,#3107
1600→1700,1600,1700,973,95.544,#3106,#2134
1700→1800,1700,1800,693,96.992,#2133,#1441
1800→1900,1800,1900,515,98.068,#1440,#926
1900→2000,1900,2000,310,98.715,#925,#616
2000→2100,2000,2100,212,99.158,#615,#404
2100→2200,2100,2200,136,99.442,#403,#268
2200→2300,2200,2300,97,99.645,#267,#171
2300→2400,2300,2400,56,99.762,#170,#115
2400→2500,2400,2500,43,99.852,#114,#72
2500→2600,2500,2600,34,99.923,#71,#38
2600→2700,2600,2700,21,99.967,#37,#17
2700→2800,2700,2800,11,99.990,#16,#6
2800→2900,2800,2900,3,99.996,#5,#3
2900→3000,2900,3000,2,100.000,#2,#1
