RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,126,0.260,#48401,#48276
0100→0200,100,200,191,0.655,#48275,#48085
0200→0300,200,300,442,1.568,#48084,#47643
0300→0400,300,400,820,3.262,#47642,#46823
0400→0500,400,500,1456,6.271,#46822,#45367
0500→0600,500,600,2517,11.471,#45366,#42850
0600→0700,600,700,3289,18.266,#42849,#39561
0700→0800,700,800,4199,26.942,#39560,#35362
0800→0900,800,900,4952,37.173,#35361,#30410
0900→1000,900,1000,6019,49.608,#30409,#24391
1000→1100,1000,1100,6702,63.455,#24390,#17689
1100→1200,1100,1200,4997,73.779,#17688,#12692
1200→1300,1200,1300,3596,81.209,#12691,#9096
1300→1400,1300,1400,2599,86.579,#9095,#6497
1400→1500,1400,1500,1954,90.616,#6496,#4543
1500→1600,1500,1600,1405,93.519,#4542,#3138
1600→1700,1600,1700,986,95.556,#3137,#2152
1700→1800,1700,1800,700,97.002,#2151,#1452
1800→1900,1800,1900,515,98.066,#1451,#937
1900→2000,1900,2000,307,98.700,#936,#630
2000→2100,2000,2100,229,99.174,#629,#401
2100→2200,2100,2200,129,99.440,#400,#272
2200→2300,2200,2300,97,99.641,#271,#175
2300→2400,2300,2400,61,99.767,#174,#114
2400→2500,2400,2500,44,99.857,#113,#70
2500→2600,2500,2600,34,99.928,#69,#36
2600→2700,2600,2700,15,99.959,#35,#21
2700→2800,2700,2800,11,99.981,#20,#10
2800→2900,2800,2900,6,99.994,#9,#4
2900→3000,2900,3000,3,100.000,#3,#1
