RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,144,0.313,#46014,#45871
0100→0200,100,200,232,0.817,#45870,#45639
0200→0300,200,300,453,1.802,#45638,#45186
0300→0400,300,400,856,3.662,#45185,#44330
0400→0500,400,500,1456,6.826,#44329,#42874
0500→0600,500,600,2329,11.888,#42873,#40545
0600→0700,600,700,3134,18.699,#40544,#37411
0700→0800,700,800,3823,27.007,#37410,#33588
0800→0900,800,900,4649,37.110,#33587,#28939
0900→1000,900,1000,5547,49.165,#28938,#23392
1000→1100,1000,1100,6083,62.385,#23391,#17309
1100→1200,1100,1200,4728,72.660,#17308,#12581
1200→1300,1200,1300,3557,80.391,#12580,#9024
1300→1400,1300,1400,2556,85.946,#9023,#6468
1400→1500,1400,1500,1827,89.916,#6467,#4641
1500→1600,1500,1600,1415,92.991,#4640,#3226
1600→1700,1600,1700,982,95.125,#3225,#2244
1700→1800,1700,1800,678,96.599,#2243,#1566
1800→1900,1800,1900,492,97.668,#1565,#1074
1900→2000,1900,2000,357,98.444,#1073,#717
2000→2100,2000,2100,228,98.939,#716,#489
2100→2200,2100,2200,166,99.300,#488,#323
2200→2300,2200,2300,106,99.531,#322,#217
2300→2400,2300,2400,72,99.687,#216,#145
2400→2500,2400,2500,53,99.802,#144,#92
2500→2600,2500,2600,35,99.878,#91,#57
2600→2700,2600,2700,25,99.933,#56,#32
2700→2800,2700,2800,19,99.974,#31,#13
2800→2900,2800,2900,8,99.991,#12,#5
2900→3000,2900,3000,4,100.000,#4,#1
