RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,121,0.254,#47722,#47602
0100→0200,100,200,189,0.650,#47601,#47413
0200→0300,200,300,412,1.513,#47412,#47001
0300→0400,300,400,828,3.248,#47000,#46173
0400→0500,400,500,1481,6.351,#46172,#44692
0500→0600,500,600,2463,11.513,#44691,#42229
0600→0700,600,700,3250,18.323,#42228,#38979
0700→0800,700,800,4044,26.797,#38978,#34935
0800→0900,800,900,4904,37.073,#34934,#30031
0900→1000,900,1000,5954,49.549,#30030,#24077
1000→1100,1000,1100,6652,63.489,#24076,#17425
1100→1200,1100,1200,4928,73.815,#17424,#12497
1200→1300,1200,1300,3547,81.248,#12496,#8950
1300→1400,1300,1400,2637,86.773,#8949,#6313
1400→1500,1400,1500,1912,90.780,#6312,#4401
1500→1600,1500,1600,1336,93.579,#4400,#3065
1600→1700,1600,1700,975,95.623,#3064,#2090
1700→1800,1700,1800,697,97.083,#2089,#1393
1800→1900,1800,1900,489,98.108,#1392,#904
1900→2000,1900,2000,306,98.749,#903,#598
2000→2100,2000,2100,207,99.183,#597,#391
2100→2200,2100,2200,127,99.449,#390,#264
2200→2300,2200,2300,97,99.652,#263,#167
2300→2400,2300,2400,52,99.761,#166,#115
2400→2500,2400,2500,46,99.858,#114,#69
2500→2600,2500,2600,28,99.916,#68,#41
2600→2700,2600,2700,22,99.962,#40,#19
2700→2800,2700,2800,14,99.992,#18,#5
2800→2900,2800,2900,2,99.996,#4,#3
2900→3000,2900,3000,2,100.000,#2,#1
