RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,126,0.304,#41402,#41277
0100→0200,100,200,186,0.754,#41276,#41091
0200→0300,200,300,390,1.696,#41090,#40701
0300→0400,300,400,745,3.495,#40700,#39956
0400→0500,400,500,1431,6.951,#39955,#38525
0500→0600,500,600,2351,12.630,#38524,#36174
0600→0700,600,700,1173,15.463,#36173,#35001
0700→0800,700,800,840,17.492,#35000,#34161
0800→0900,800,900,4776,29.028,#34160,#29385
0900→1000,900,1000,5788,43.008,#29384,#23597
1000→1100,1000,1100,6263,58.135,#23596,#17334
1100→1200,1100,1200,4818,69.772,#17333,#12516
1200→1300,1200,1300,3595,78.455,#12515,#8921
1300→1400,1300,1400,2560,84.638,#8920,#6361
1400→1500,1400,1500,1904,89.237,#6360,#4457
1500→1600,1500,1600,1438,92.710,#4456,#3019
1600→1700,1600,1700,979,95.075,#3018,#2040
1700→1800,1700,1800,704,96.776,#2039,#1336
1800→1900,1800,1900,464,97.896,#1335,#872
1900→2000,1900,2000,297,98.614,#871,#575
2000→2100,2000,2100,208,99.116,#574,#367
2100→2200,2100,2200,117,99.399,#366,#250
2200→2300,2200,2300,96,99.630,#249,#154
2300→2400,2300,2400,51,99.754,#153,#103
2400→2500,2400,2500,47,99.867,#102,#56
2500→2600,2500,2600,22,99.920,#55,#34
2600→2700,2600,2700,21,99.971,#33,#13
2700→2800,2700,2800,9,99.993,#12,#4
2800→2900,2800,2900,1,99.995,#3,#3
2900→3000,2900,3000,2,100.000,#2,#1
