RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,116,0.252,#46093,#45978
0100→0200,100,200,204,0.694,#45977,#45774
0200→0300,200,300,401,1.564,#45773,#45373
0300→0400,300,400,737,3.163,#45372,#44636
0400→0500,400,500,1399,6.198,#44635,#43237
0500→0600,500,600,2312,11.214,#43236,#40925
0600→0700,600,700,3100,17.940,#40924,#37825
0700→0800,700,800,3886,26.371,#37824,#33939
0800→0900,800,900,4699,36.565,#33938,#29240
0900→1000,900,1000,5760,49.062,#29239,#23480
1000→1100,1000,1100,6217,62.550,#23479,#17263
1100→1200,1100,1200,4808,72.981,#17262,#12455
1200→1300,1200,1300,3576,80.739,#12454,#8879
1300→1400,1300,1400,2539,86.247,#8878,#6340
1400→1500,1400,1500,1940,90.456,#6339,#4400
1500→1600,1500,1600,1413,93.522,#4399,#2987
1600→1700,1600,1700,946,95.574,#2986,#2041
1700→1800,1700,1800,718,97.132,#2040,#1323
1800→1900,1800,1900,450,98.108,#1322,#873
1900→2000,1900,2000,296,98.750,#872,#577
2000→2100,2000,2100,206,99.197,#576,#371
2100→2200,2100,2200,125,99.468,#370,#246
2200→2300,2200,2300,90,99.664,#245,#156
2300→2400,2300,2400,54,99.781,#155,#102
2400→2500,2400,2500,43,99.874,#101,#59
2500→2600,2500,2600,26,99.931,#58,#33
2600→2700,2600,2700,19,99.972,#32,#14
2700→2800,2700,2800,11,99.996,#13,#3
2900→3000,2900,3000,2,100.000,#2,#1
