RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,129,0.293,#43967,#43839
0100→0200,100,200,195,0.737,#43838,#43644
0200→0300,200,300,380,1.601,#43643,#43264
0300→0400,300,400,751,3.309,#43263,#42513
0400→0500,400,500,1427,6.555,#42512,#41086
0500→0600,500,600,2344,11.886,#41085,#38742
0600→0700,600,700,3101,18.939,#38741,#35641
0700→0800,700,800,3899,27.807,#35640,#31742
0800→0900,800,900,4738,38.583,#31741,#27004
0900→1000,900,1000,5765,51.696,#27003,#21239
1000→1100,1000,1100,6243,65.895,#21238,#14996
1100→1200,1100,1200,3223,73.225,#14995,#11773
1200→1300,1200,1300,2874,79.762,#11772,#8899
1300→1400,1300,1400,2561,85.587,#8898,#6338
1400→1500,1400,1500,1893,89.892,#6337,#4445
1500→1600,1500,1600,1435,93.156,#4444,#3010
1600→1700,1600,1700,973,95.369,#3009,#2037
1700→1800,1700,1800,701,96.964,#2036,#1336
1800→1900,1800,1900,453,97.994,#1335,#883
1900→2000,1900,2000,305,98.688,#882,#578
2000→2100,2000,2100,211,99.168,#577,#367
2100→2200,2100,2200,116,99.431,#366,#251
2200→2300,2200,2300,98,99.654,#250,#153
2300→2400,2300,2400,54,99.777,#152,#99
2400→2500,2400,2500,43,99.875,#98,#56
2500→2600,2500,2600,22,99.925,#55,#34
2600→2700,2600,2700,21,99.973,#33,#13
2700→2800,2700,2800,9,99.993,#12,#4
2800→2900,2800,2900,1,99.995,#3,#3
2900→3000,2900,3000,2,100.000,#2,#1
