RatingRange,RatingLow,RatingHigh,CountPlayers,Percentile,RankLow,RankHigh
0000→0100,0,100,120,0.251,#47767,#47648
0100→0200,100,200,193,0.655,#47647,#47455
0200→0300,200,300,412,1.518,#47454,#47043
0300→0400,300,400,816,3.226,#47042,#46227
0400→0500,400,500,1485,6.335,#46226,#44742
0500→0600,500,600,2467,11.500,#44741,#42275
0600→0700,600,700,3258,18.320,#42274,#39017
0700→0800,700,800,4022,26.740,#39016,#34995
0800→0900,800,900,4905,37.009,#34994,#30090
0900→1000,900,1000,5931,49.425,#30089,#24159
1000→1100,1000,1100,6692,63.435,#24158,#17467
1100→1200,1100,1200,4922,73.739,#17466,#12545
1200→1300,1200,1300,3558,81.188,#12544,#8987
1300→1400,1300,1400,2655,86.746,#8986,#6332
1400→1500,1400,1500,1913,90.751,#6331,#4419
1500→1600,1500,1600,1344,93.565,#4418,#3075
1600→1700,1600,1700,979,95.614,#3074,#2096
1700→1800,1700,1800,697,97.073,#2095,#1399
1800→1900,1800,1900,493,98.105,#1398,#906
1900→2000,1900,2000,315,98.765,#905,#591
2000→2100,2000,2100,187,99.156,#590,#404
2100→2200,2100,2200,139,99.447,#403,#265
2200→2300,2200,2300,100,99.657,#264,#165
2300→2400,2300,2400,51,99.763,#164,#114
2400→2500,2400,2500,44,99.856,#113,#70
2500→2600,2500,2600,31,99.920,#69,#39
2600→2700,2600,2700,20,99.962,#38,#19
2700→2800,2700,2800,14,99.992,#18,#5
2800→2900,2800,2900,2,99.996,#4,#3
2900→3000,2900,3000,2,100.000,#2,#1
